WORD TO INSERT,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
her,1900,4000,900
Impossible,7800,9600,2300
Mr,4300,5100,500
Bennet,3400,4400,500
impossible,1700,4700,700
when,2100,3000,600
I,2600,3600,400
am,2300,3100,300
not,3000,3800,400
acquainted,4400,9500,1500
with,5300,6500,200
him,3600,4400,600
myself,7700,9200,1900
how,3100,4000,1600
can,4900,6900,900
you,4700,6100,500
be,4200,5500,900
so,4400,5700,600
teasing,5700,7700,3700
I,6200,8300,1000
honour,7600,12400,3200
your,3800,5400,800
circumspection,7300,9600,2400
A,4300,5700,900
fortnight,400,1900,900
s,500,3900,800
acquaintance,7100,9400,6600
is,7600,9200,600
certainly,4100,6100,1000
very,5600,7800,1200
little,6000,7900,900
One,7200,8900,3800
cannot,6600,8200,2400
know,5300,7000,1000
what,3000,4700,700
a,5100,6700,500
man,6200,7900,900
really,6900,9000,2700
is,6900,8500,500
by,6700,8600,400
the,6600,8300,400
end,4800,6500,1100
of,6300,8200,200
a,5000,6300,500
fortnight,800,3100,1100
But,6600,8100,800
if,2900,4300,1200
we,800,2100,1000
do,2900,4200,800
not,5000,6500,600
venture,7300,20100,2800
somebody,7900,9700,2600
else,7800,9400,2100
will,3900,5200,600
and,6600,8200,700
after,1500,2700,900
all,4400,5700,600
Mrs,6300,8200,900
Long,5100,6500,700
and,6300,7500,300
her,3000,4400,1200
daughters,4600,6100,400
must,5500,8900,600
stand,6800,8500,2800
their,5500,6800,600
chance,6500,8000,2600
and,6600,7900,300
therefore,3600,7200,900
as,3200,4300,1000
she,6300,8000,1000
will,4100,5300,700
think,2900,4200,1000
it,6100,7300,700
an,2800,3900,700
act,6600,8400,3000
of,6900,10300,200
kindness,7300,9100,2400
if,3000,4200,1200
you,4900,6300,500
decline,6800,8500,2500
the,6800,10500,300
office,7700,9300,2100
I,5400,7300,600
will,4200,5600,700
take,6200,8200,1100
it,7100,8600,700
on,5900,7400,600
myself,500,1800,1000
The,10300,12200,300
girls,5400,6900,1000
stared,7000,8800,3400
at,6500,7700,700
their,6000,7300,600
father,700,2100,1000
Mrs,4600,5900,800
Bennet,4700,6100,700
said,4700,6100,600
only,6600,8100,1800
Nonsense,3800,5200,600
nonsense,8600,10700,2600
What,5600,7400,1000
can,3500,4900,800
be,4700,5900,800
the,5600,8900,300
meaning,6800,8600,3600
of,6400,7700,300
that,5500,6800,500
emphatic,5700,7400,2500
exclamation,6800,11700,2500
cried,5000,6400,800
he,4800,6600,800
Do,4200,5900,700
you,7200,9300,700
consider,3300,5100,1100
the,6700,8000,300
forms,6800,8300,2800
of,6600,8000,400
introduction,6200,8700,2200
and,8200,9600,300
the,7100,8400,300
stress,8700,10300,2100
that,7100,8400,600
is,6500,7700,500
laid,7700,9300,2800
on,6100,7400,900
them,5500,7100,900
as,3300,4600,700
nonsense,300,1600,800
I,4100,5300,600
cannot,600,1800,1200
quite,6800,8500,2700
agree,6500,8000,2100
with,6300,7700,300
you,4600,5700,600
there,1700,3000,1600
What,4000,5200,700
say,2300,3500,900
you,3800,5000,400
Mary,10500,12800,4000
For,8000,9800,9600
you,6100,7400,700
are,4000,5200,600
a,4700,5800,500
young,4800,6300,600
lady,4900,6000,700
of,7300,8500,200
deep,9000,10300,2600
reflection,8300,10200,1900
I,6200,7500,600
know,4400,6100,800
and,6400,7600,400
read,6500,8200,3100
great,9300,13500,2900
books,7800,9300,2500
and,7400,8700,400
make,2300,3500,800
extracts,6300,8300,2100
Mary,400,1800,1300
wished,9300,10900,2400
to,6800,8200,700
say,3500,4900,1000
something,2200,3600,1200
sensible,6900,8700,2700
but,4200,5500,1000
knew,7700,9900,2400
not,5700,7000,600
how,3800,5100,1100
While,9700,11600,2900
Mary,500,10300,1200
is,11400,12900,400
adjusting,8000,10100,4400
her,4200,5700,1800
ideas,7400,8800,3000
he,5600,6700,800
continued,6100,7800,1800
let,5200,6400,900
us,2700,3700,600
return,6200,7400,1700
to,4800,6000,500
Mr,4500,5600,700
Bingley,6000,8100,1100
I,6300,7500,700
am,3500,4600,500
sick,6500,7600,2400
of,5400,6500,200
Mr,13300,14300,500
Bingley,3300,4500,900
cried,4300,5400,700
his,8400,9800,1100
wife,8500,10600,1000
I,6700,8500,800
am,3900,4900,500
sorry,6800,8200,3500
to,6200,7200,700
hear,7600,9500,2400
that,6800,8100,500
but,3600,4700,1000
why,6100,7400,1800
did,6700,7800,2500
not,5000,6200,500
you,4400,5400,500
tell,4000,5600,900
me,3700,4900,800
that,5100,6700,500
before,4700,6700,800
If,6300,7600,2200
I,6600,8300,700
had,5800,7200,1200
known,6100,7400,1000
as,3900,5200,600
much,5000,6300,700
this,6100,7300,500
morning,6300,8100,5800
I,5400,6600,600
certainly,3800,6200,1000
would,6000,7200,900
not,5800,7000,800
have,5600,7000,1000
called,7600,9200,10300
on,8800,10900,1000
him,6600,8000,1300
It,6200,7600,400
is,6800,8100,500
very,4500,6100,800
unlucky,7700,9400,1400
but,4200,5300,1200
as,3200,4300,600
I,4100,5100,500
have,5100,6500,1200
actually,6500,8400,1800
paid,1800,5000,1700
the,6600,7800,300
visit,4000,5300,600
we,1200,2400,1000
cannot,1100,2900,1500
escape,8900,10500,1400
the,6800,8100,300
acquaintance,700,2300,900
now,3300,4400,900
The,9300,11100,300
astonishment,7300,9400,1400
of,7500,9000,300
the,6900,8200,300
ladies,7100,8800,1300
was,4900,5900,700
just,4800,6100,600
what,3100,7700,700
he,5000,6200,900
wished,500,2000,800
that,5900,7000,400
of,7700,8800,200
Mrs,7500,8700,800
Bennet,7800,9700,900
perhaps,4600,6000,900
surpassing,7000,8700,1500
the,8800,10400,400
rest,8800,10200,1500
though,3800,5000,700
when,3600,4800,700
the,6800,8100,300
first,6000,7200,700
tumult,6700,8300,1000
of,6300,7500,200
joy,7400,9200,1300
was,10600,12900,1400
over,4800,6200,1100
she,5900,7200,800
began,1400,2900,1500
to,5200,6400,800
declare,10900,13200,2300
that,8100,9400,500
it,7500,8800,600
was,5300,6400,700
what,4100,5500,800
she,8100,10500,1600
had,5500,6800,1100
expected,7100,11300,2000
all,5600,6900,800
the,6600,7800,300
while,10100,12100,1600
How,7300,9700,1100
good,7400,9100,1000
it,7300,8700,700
was,5900,7000,700
in,5900,7300,800
you,5500,6800,700
my,4800,6000,1000
dear,6000,7400,600
Mr,5700,6900,700
Bennet,6000,7500,900
But,4900,6100,500
I,4200,5400,600
knew,600,1700,1500
I,4800,5900,500
should,2600,4000,900
persuade,11000,13800,1800
you,6900,8200,600
at,6700,7900,800
last,38900,40900,1100
I,5700,6800,600
was,5300,6400,700
sure,4600,8600,700
you,5100,6200,500
loved,7500,9000,1600
your,4100,5500,800
girls,4500,6000,800
too,7500,11100,1400
well,6900,8400,600
to,5600,6800,700
neglect,9900,12000,1400
such,7300,8800,700
an,4600,5600,700
acquaintance,1000,2500,1100
Well,7400,9100,1500
how,4600,5700,1400
pleased,7900,10300,1400
I,7100,8900,900
am,5300,7200,700
and,8800,10800,400
it,8300,10500,1300
is,8700,10400,600
such,7800,9100,400
a,6000,7500,500
good,8300,9900,800
joke,8100,9700,1600
too,300,1500,800
that,6900,8100,500
you,6200,7300,600
should,3100,4600,900
have,5500,6700,1000
gone,7200,8600,1400
this,6800,8100,400
morning,500,1700,1100
and,7500,8800,300
never,8000,9500,1600
said,6400,8000,500
a,5800,6900,600
word,6400,9200,1200
about,8300,10100,1000
it,7700,8900,700
till,2500,3700,1100
now,3900,5100,800
Now,10500,12500,1900
Kitty,2000,3400,1200
you,6800,8000,600
may,6900,8300,600
cough,1400,2500,900
as,3900,5000,900
much,4900,8500,800
as,4400,5500,500
you,5100,6200,600
choose,7200,8700,2200
said,6500,7900,600
Mr,5600,8900,700
Bennet,6200,7500,700
and,7400,8800,300
as,6200,7900,1000
he,6700,7900,900
spoke,8600,10100,2200
he,6400,7500,800
left,8100,9900,2000
the,7500,8800,300
room,8800,10200,1000
fatigued,8500,10100,1500
with,9600,11300,400
the,7700,9000,400
raptures,7600,11500,1400
of,8000,9300,200
his,6500,8000,1000
wife,7700,9700,800
What,7600,9500,1300
an,3800,4900,700
excellent,7300,11200,2100
father,1700,3200,800
you,6100,7300,500
have,5700,6900,900
girls,4900,6500,900
said,5600,6900,600
she,5600,6700,600
when,3800,4900,900
the,7000,8200,400
door,8000,9500,1900
was,5900,7300,700
shut,10900,13000,1600
I,6200,7400,700
do,4000,7400,900
not,5500,6700,700
know,5300,6900,900
how,4200,5400,1200
you,5000,6200,600
will,3900,5100,800
ever,7500,9500,1700
make,2900,4100,900
him,7900,9200,1200
amends,8000,9500,1200
for,7800,9500,400
his,6400,7600,600
kindness,1400,2900,1200
or,10000,11800,700
me,6700,8100,900
either,8300,10100,1500
for,7800,9000,500
that,7200,8400,600
matter,7600,9200,1500
At,10300,12500,1500
our,5300,6700,1100
time,8200,9700,1900
of,7700,9100,200
life,2800,4200,1300
it,7300,8600,600
is,6900,8200,400
not,5700,6900,600
so,5400,6500,600
pleasant,10600,13100,2300
I,6500,7700,600
can,4400,5600,1300
tell,4900,6100,1100
you,4700,5800,600
to,4600,5800,700
be,5400,6600,800
making,7100,8300,1600
new,7100,8600,1900
acquaintances,6500,8400,1900
every,7400,8700,1900
day,6100,7500,700
but,3700,4800,800
for,10600,12700,800
your,5800,7000,900
sakes,8300,10600,2400
we,2500,3500,1100
would,9800,11100,900
do,4900,6000,900
anything,4800,6500,700
Lydia,3600,5200,1500
my,5700,7200,700
love,4700,5900,700
though,3900,5800,1000
you,7500,9000,700
are,5000,6600,600
the,10900,12700,600
youngest,9600,14900,1600
I,7400,8600,600
dare,4100,5800,900
say,3800,5100,900
Mr,5500,6600,800
Bingley,5700,7400,900
will,5100,6500,900
dance,9000,10500,1500
with,9500,11300,600
you,6700,8100,800
at,7900,9200,800
the,9600,10900,300
next,6800,8500,600
ball,2100,3600,800
Oh,8000,9500,1300
said,6800,8400,700
Lydia,3600,5300,1200
stoutly,10800,13700,2600
I,5200,6300,500
am,4000,5300,600
not,5200,6500,600
afraid,7500,8900,1600
for,9300,10500,500
though,4400,5600,900
I,5000,6000,400
am,4500,5500,400
the,8000,9200,300
youngest,400,2000,1100
I,7000,8000,500
m,7400,9000,1200
the,7900,9200,400
tallest,7500,9000,3800
The,35400,37500,300
rest,1100,4500,1000
of,9000,10400,300
the,8400,9700,300
evening,2700,4100,1000
was,6200,7400,900
spent,8900,13200,2200
in,9100,11000,1000
conjecturing,8800,10900,2600
how,5900,7800,1600
soon,5200,6800,900
he,6100,10300,1000
would,4500,6300,800
return,1900,3600,1400
Mr,8700,10100,700
Bennet,7300,8800,800
s,1700,2800,700
visit,4800,6000,800
and,7700,9000,300
determining,7700,9600,2100
when,5100,6300,800
they,3600,4900,1100
should,2700,4300,900
ask,8500,10200,1600
him,7100,8400,1100
to,6100,7300,600
dinner,10700,13000,2100
Chapter,9500,11500,900
3,7900,9400,1100
Not,11200,13100,1900
all,7200,10000,800
that,7600,8800,500
Mrs,6900,8600,900
Bennet,6800,8300,600
however,8100,9900,2900
with,9200,10700,400
the,7900,9100,300
assistance,7700,9400,1700
of,9000,10400,300
her,24400,27600,2000
five,7600,12100,900
daughters,9700,11600,700
could,9300,10600,1700
ask,300,1300,1000
on,7500,8900,800
the,8700,10100,300
subject,8400,10200,1500
was,6500,7800,700
sufficient,7800,9500,1500
to,6300,7400,600
draw,8500,10300,1100
from,6500,7800,700
her,4300,5500,2500
husband,10700,12500,2500
any,5700,6800,700
satisfactory,7600,9900,1400
description,7600,25800,1300
of,8500,9900,300
Mr,6400,7800,600
Bingley,5800,7400,900
They,4500,5800,600
attacked,8100,9900,2100
him,11100,13100,1600
in,10400,12300,1000
various,10200,12700,1500
ways,9800,14100,1900
with,10200,12000,400
barefaced,33700,35600,1500
questions,8900,23900,1300
ingenious,8500,10200,1700
suppositions,8800,10800,1300
and,9200,10900,400
distant,11900,13900,2500
surmises,10400,12500,1400
but,5700,7100,1100
he,6300,7700,900
eluded,8600,10300,2000
the,12300,14000,400
skill,10400,12000,1300
of,9100,10400,200
them,6600,7800,1000
all,6300,8100,1100
and,8200,9400,400
they,5100,6800,1400
were,8800,10700,1300
at,8800,10000,600
last,9100,10800,1400
obliged,9200,10800,1500
to,6800,8100,600
accept,21500,23100,1300
the,8300,10000,300
second,3300,4600,1300
hand,8800,10300,2500
intelligence,7600,9300,1500
of,7700,8900,200
their,6300,7600,600
neighbour,7900,9400,1300
Lady,5800,7400,1900
Lucas,3800,5100,1200
Her,2300,3200,700
report,8300,9900,1700
was,5600,6700,700
highly,6900,8700,2100
favourable,7400,9200,1500
Sir,4300,7700,700
William,3600,4800,800
had,5100,6300,1200
been,5100,6200,600
delighted,7800,10000,1000
with,9300,10700,400
him,6700,7900,900
He,2800,3900,900
was,5400,6400,700
quite,1400,2500,900
young,5200,6700,700
wonderfully,6800,8500,1300
handsome,4600,6100,1200
extremely,6700,8300,1300
agreeable,11100,15700,2000
and,9100,10400,400
to,6400,7500,700
crown,8000,9700,1300
the,8800,10200,300
whole,8100,12200,1300
he,7200,8600,900
meant,7700,9200,11600
to,7300,8400,600
be,6100,7400,600
at,7000,10600,600
the,26000,28500,500
next,9600,11800,800
assembly,25700,27600,1700
with,12100,14300,600
a,8400,10100,600
large,6100,7700,1400
party,4700,6200,1300
Nothing,7800,9600,2300
could,700,1800,1100
be,7600,8700,700
more,5000,6200,900
delightful,8300,10200,1600
To,2400,3600,900
be,7500,8600,700
fond,9900,12000,1400
of,10500,16600,200
dancing,12500,15200,1700
was,7400,8800,800
a,7200,8500,600
certain,8100,9800,1900
step,8900,10400,1900
towards,9000,10500,1400
falling,9800,11400,1300
in,8500,19100,1000
love,8700,10500,800
and,11200,12400,400
very,7200,8700,800
lively,9500,11000,1700
hopes,13100,15300,2500
of,13400,14700,300
Mr,8000,9100,900
Bingley,6600,8200,1300
s,2500,3600,1000
heart,9300,11200,2500
were,600,1500,900
entertained,10000,11800,1700
If,2400,4000,1400
I,8100,9800,600
can,6400,7500,800
but,5400,7000,1100
see,6800,7900,1100
one,8400,9500,900
of,9000,10100,200
my,6400,7600,800
daughters,6200,7500,400
happily,8600,23400,2000
settled,9300,10900,1800
at,8900,10100,500
Netherfield,6900,8300,600
said,10300,12200,700
Mrs,7300,8600,900
Bennet,7200,8600,800
to,6500,7400,700
her,4600,5800,1300
husband,700,1800,1300
and,8200,9200,300
all,5900,7200,700
the,6700,7700,300
others,4000,5500,1000
equally,9300,10900,1500
well,7300,8600,500
married,8000,9900,1000
I,6200,7200,600
shall,2700,5900,1200
have,6800,7800,700
nothing,9000,10300,1100
to,7400,8600,600
wish,10900,12200,1200
for,9700,13100,500
In,6700,10700,1400
a,7800,8700,500
few,4100,5200,800
days,7900,9100,1400
Mr,6100,7000,600
Bingley,5100,6300,700
returned,5500,6700,600
Mr,5400,6100,600
Bennet,8500,9700,600
s,2400,3200,600
visit,5200,6500,700
and,8100,9100,300
sat,8600,9700,1600
about,7200,8300,700
ten,11300,13400,1700
minutes,10000,11700,1400
with,10100,11400,400
him,7300,8600,900
in,7200,8300,800
his,8400,9600,800
library,10000,12200,1900
He,4100,5100,900
had,7700,8800,900
entertained,300,1700,900
hopes,300,1200,1100
of,10000,11300,200
being,10400,11700,2700
admitted,12600,17700,2100
to,8800,10000,700
a,8500,9500,500
sight,9100,10500,2000
of,9000,10100,300
the,8500,11800,400
young,6700,8000,700
ladies,1500,2600,800
of,7600,8500,200
whose,8900,10300,1400
beauty,5900,9300,1000
he,6600,7500,900
had,6300,7400,1000
heard,10000,12000,1100
much,7700,9100,1800
but,5300,6500,1300
he,7600,8600,700
saw,9900,11300,1800
only,2600,4600,1400
the,11000,12500,400
father,3300,4500,800
The,10200,11400,200
ladies,1800,2800,700
were,600,1500,800
somewhat,10100,11500,1600
more,6500,7600,700
fortunate,12300,14400,1900
for,10700,15100,600
they,9000,10200,1200
had,7800,8800,1500
the,10500,11700,300
advantage,2900,4200,1200
of,9500,10700,300
ascertaining,10200,12100,1500
from,8400,9500,600
an,5600,6600,700
upper,9600,11000,1400
window,16700,20200,2800
that,11300,12700,700
he,7200,8200,900
wore,21800,23000,1200
a,6900,7900,500
blue,7900,9100,1800
coat,7500,8500,1700
and,7900,8800,300
rode,7600,8600,2900
a,6900,7700,500
black,8000,9100,1400
horse,8200,9200,1500
An,11500,13200,1800
invitation,7800,9200,700
to,6400,7200,600
dinner,1000,1900,1400
was,6300,7200,700
soon,5400,6500,800
afterwards,7300,8800,1500
dispatched,8000,9400,1700
and,8900,9900,400
already,8900,10200,1000
had,10000,11500,1100
Mrs,6800,7800,900
Bennet,6700,7900,600
planned,8500,10200,1700
the,9100,10200,300
courses,8300,9900,1300
that,8800,10000,500
were,1100,1800,800
to,6700,7600,600
do,5000,8000,900
credit,9100,10200,1100
to,7100,8100,500
her,5300,6300,1300
housekeeping,10900,13200,1900
when,6300,7300,700
an,4200,5000,600
answer,6000,7000,500
arrived,8000,9300,1000
which,6500,7500,600
deferred,9200,10500,1300
it,8500,9500,700
all,7600,8600,500
Mr,6500,7700,800
Bingley,6500,7800,700
was,10800,12500,1200
obliged,1500,4700,2900
to,9200,10500,700
be,8400,9600,700
in,8300,9500,700
town,10800,12400,1800
the,9900,11000,400
following,4400,5900,1100
day,7500,8800,600
and,9100,10200,300
consequently,9700,11500,2100
unable,4000,5300,1000
to,10600,12200,900
accept,1200,2300,1000
the,10400,11500,300
honour,3300,7100,1100
of,9800,11000,200
their,9300,10900,700
invitation,7700,9100,800
etc,9900,11200,1900
Mrs,8700,10100,800
Bennet,8900,10300,800
was,7900,8900,700
quite,2500,3600,1000
disconcerted,12600,15000,2200
She,5300,6300,800
could,1500,67500,1100
not,10400,11600,600
imagine,10900,12700,2500
what,6900,8300,900
business,4400,5800,1300
he,7800,8900,800
could,1500,2500,900
have,8500,12800,800
in,9500,10600,800
town,300,1100,1200
so,11000,12800,900
soon,8000,12000,900
after,4500,5700,1000
his,8200,9400,900
arrival,9700,11000,1500
in,8200,9200,800
Hertfordshire,9100,13400,1400
and,10500,11600,300
she,7900,9000,800
began,3400,4800,4100
to,7500,8600,700
fear,10500,27700,1800
that,8900,10000,400
he,9500,11000,1000
might,10300,11600,1600
be,8700,9800,600
always,5500,6500,600
flying,8600,9900,1300
about,8000,9000,700
from,7000,7900,800
one,9000,11400,800
place,7300,8500,700
to,6800,8200,700
another,9100,10500,900
and,8700,9600,300
never,2000,2900,1300
settled,1100,2600,1600
at,10400,11600,600
Netherfield,7700,9200,700
as,6200,7200,600
he,6600,7500,800
ought,5400,6400,1000
to,6000,6800,600
be,6900,9800,500
Lady,5800,7300,1100
Lucas,4800,5900,1000
quieted,8800,10000,1300
her,5800,6900,1400
fears,8900,12700,1600
a,10000,11700,600
little,8900,10600,800
by,8900,10300,400
starting,9800,11700,1700
the,10000,11200,300
idea,9900,11300,2300
of,9200,10300,300
his,8300,9300,700
being,1000,2000,1200
gone,2700,3500,1200
to,7600,8500,600
London,10100,11300,1300
only,3100,4000,700
to,8300,9200,600
get,4400,5300,1000
a,10300,11800,600
large,8300,9600,1100
party,5800,7100,900
for,8800,9900,500
the,9000,10100,300
ball,3300,4200,600
and,8800,9700,300
a,8100,9100,500
report,1200,2300,1300
soon,6400,7700,700
followed,8800,10500,1500
that,9600,10600,500
Mr,7200,8000,800
Bingley,7500,8900,900
was,9100,10700,1000
to,7500,8400,600
bring,9300,10800,1800
twelve,9700,11100,1300
ladies,2500,3500,900
and,9500,10500,400
seven,10600,11800,1900
gentlemen,9100,10400,1400
with,11200,12600,500
him,9100,10300,1000
to,7300,8200,600
the,8600,9700,300
assembly,1100,2100,1000
The,12200,15900,400
girls,7900,9300,700
grieved,9300,10800,1500
over,6500,7500,900
such,8800,9800,500
a,7600,10800,600
number,9400,11100,1000
of,8500,9500,200
ladies,2300,3300,900
but,6100,7300,800
were,1200,2000,1000
comforted,9500,11200,2200
the,11100,12500,400
day,10800,12400,800
before,9100,11300,800
the,10400,11700,300
ball,3500,4400,600
by,8400,9500,300
hearing,8300,9500,1200
that,9400,10400,500
instead,13000,14900,1900
of,10200,11300,300
twelve,300,1100,800
he,8500,9500,1100
brought,9900,11400,1600
only,3100,4000,500
six,12000,13700,1600
with,11700,13100,300
him,8900,10100,1000
from,7600,8600,600
London,400,1300,900
his,8900,10000,700
five,6800,10100,800
sisters,5300,6500,600
and,8700,9800,200
a,7800,8800,500
cousin,9000,10400,1900
And,8800,12300,1700
when,6200,7200,700
the,12800,14500,500
party,6900,8200,1000
entered,9200,10800,1200
the,9900,10900,300
assembly,1300,4500,900
room,1900,2800,700
it,8700,9800,800
consisted,9300,10700,1400
of,8900,9900,200
only,3000,5900,700
five,6500,7400,700
altogether,11300,13600,1600
Mr,8300,11500,900
Bingley,7200,8600,1000
his,7500,8600,800
two,3700,5100,1300
sisters,4700,5800,600
the,9100,10100,200
husband,1800,2800,1400
of,8900,9800,200
the,9100,10000,200
eldest,9400,10900,4000
and,11400,12500,300
another,700,2300,700
young,9100,10300,700
man,7900,8800,800
Mr,10400,11800,900
Bingley,8000,9300,1000
was,7700,9300,1000
good,20900,23000,1100
looking,11500,25200,1900
and,10800,12100,500
gentlemanlike,10100,17800,1900
he,13900,15400,1000
had,12500,14100,5100
a,16500,18100,700
pleasant,2300,3700,1600
countenance,11700,13500,1700
and,10300,13700,500
easy,11200,12500,1500
unaffected,9400,11100,1300
manners,9800,11200,1600
His,9400,10800,1300
sisters,5600,6700,800
were,1400,2200,900
fine,5900,6800,600
women,8700,9700,1200
with,12000,13800,400
an,6700,7700,700
air,9300,10300,1500
of,9000,10000,300
decided,9400,11000,1900
fashion,9100,10300,1400
His,300,1000,700
brother,9100,10400,2300
in,9100,10200,800
law,10900,12200,2200
Mr,9000,9900,600
Hurst,9400,10500,900
merely,5800,7200,1300
looked,12400,14100,2000
the,11500,12600,400
gentleman,10300,12200,1700
but,6400,9700,900
his,7500,8400,600
friend,2900,4100,1000
Mr,5900,6700,600
Darcy,8900,10000,1300
